BOS please show me airlines with flights from dallas to nashville stop burbank EOS	O O O O O O B-fromloc.city_name O B-toloc.city_name O B-stoploc.city_name atis_airline
BOS find the cheapest one way fare from ottawa to kansas city EOS	O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS what are the lowest one way fares from newark to hartford EOS	O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS does dl stand for continental EOS	B-airline_code O O B-airline_name atis_abbreviation
BOS how much is the cheapest flight from pittsburgh to oakland EOS	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS us 3724 tampa to tacoma what is the fare EOS	B-flight_number B-fromloc.city_name O B-toloc.city_name O O O O atis_airfare
BOS show me the fare from indianapolis to long beach EOS	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS whats the cheapest round trip fare between milwaukee and orlando EOS	O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS do the airlines still offer 1st class EOS	O O O O B-class_type I-class_type atis_airline
BOS whats the cheapest one way ticket from cleveland to austin EOS	O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS please list fares for all the flights from toronto to pittsburgh on jun the first EOS	O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name O B-depart_date.day_number atis_airfare
BOS list the fares of frontier airlines flights from cleveland to memphis EOS	O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS i want to know the time of the latest flight i can take from washington to st louis where i can get a dinner meal EOS	O O O O B-flight_time O O B-flight_mod O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O B-meal_description I-meal_description atis_flight_time
BOS what kind of airline is flight ua 281 from ny to sanford EOS	O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS what airlines fly from pittsburgh to philadelphia EOS	O O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS what kind of aircraft does midwest use before 5 am on jan second from milwaukee to boston EOS	O O O O B-airline_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name atis_aircraft
BOS show me all prices of first class from baltimore to philadelphia EOS	O O O O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what limousine service in st paul EOS	B-transport_type O O B-city_name I-city_name atis_ground_service
BOS what are the coach fares for flights from hartford to orlando fri night EOS	O O B-class_type O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day atis_airfare
BOS does the baltimore airport have ground transportation to and from downtown EOS	O B-airport_name I-airport_name O O O O O O O atis_ground_service
BOS ground transportation in dallas EOS	O O B-city_name atis_ground_service
BOS in city of boston i would like information on ground transportation EOS	B-city_name I-city_name I-city_name O O O O O O O atis_ground_service
BOS whats the lowest round trip fare from montreal to la EOS	O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS show me all first class fares from fort worth to toronto leaving on a sat EOS	O O B-class_type I-class_type O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-depart_date.day_name atis_airfare
BOS list aircraft types that fly between houston and san diego EOS	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_aircraft
BOS what ground transportation is up in newark EOS	O O O O O B-city_name atis_ground_service
BOS show me all the prices of flights from hartford to philly EOS	O O O O O O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS provide me the fares for delta flights from dallas to san jose EOS	O O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS what is the fare from riverside to san francisco on frontier airlines flight 21 EOS	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name O B-flight_number atis_airfare
BOS show me the air fare for the flights from sanford to memphis EOS	O O O O O O O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS show me all 1st class prices from seattle to nashville EOS	O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what aircraft is used on northwest flight 1222 from kansas city to city of boston EOS	O O O O B-airline_name O B-flight_number O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name atis_aircraft
BOS which airlines fly from oakland to washington EOS	O O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS show me round trip fares from san jose to city of boston EOS	O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name atis_airfare
BOS whats the cheapest fare for a round trip from stratford to manhattan on august twenty seventh EOS	O B-cost_relative O O O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number atis_airfare
BOS which airlines fly from memphis to st louis EOS	O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airline
BOS how much does it cost to fly on lufthansa from cleveland to appleton EOS	O O O O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS which airlines fly from seattle to washington dc EOS	O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code atis_airline
BOS what is the price of business class from orlando to ny city on twa EOS	O O O O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_code atis_airfare
BOS what is the price of a one way fare from tacoma to stratford EOS	O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what type of aircraft does avelo fly from manhattan to montreal before 8 pm EOS	O O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time atis_aircraft
BOS what airlines fly from hartford to queens EOS	O O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS please give ground transportation at charlotte airport EOS	O O O O B-airport_name I-airport_name atis_ground_service
BOS show me fares from newark to pittsburgh EOS	O O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS tell me about ground transportation at manhattan EOS	O O O O O B-city_name atis_ground_service
BOS what is the cheapest fare that i can get between brooklyn and salt lake EOS	O O B-cost_relative O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS what is the cheapest fare from newark to manhattan EOS	O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS whats the lowest one way fare from orlando to milwaukee EOS	O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what is the cheapest round trip fare between ontario and san francisco EOS	O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS what ground transportation is available in ontario EOS	O O O O O B-city_name atis_ground_service
BOS how much does it cost to fly on jetblue from houston to riverside EOS	O O O O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS round trip fares from nashville to seattle less than 1500 dollars EOS	I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount atis_airfare
BOS whats the lowest round trip fare from la to montreal EOS	O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS i would like a schedule of flights from fort worth to manhattan on thursday EOS	O O O B-flight_time O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name atis_flight_time
BOS what is the fare going from toronto to boston one way on january seventh EOS	O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip O B-depart_date.month_name B-depart_date.day_number atis_airfare
BOS what airlines fly from manhattan to san antonio EOS	O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airline
BOS what are the ground transportation support in florida EOS	O O O O O O B-city_name atis_ground_service
BOS whats the lowest round trip fare from orlando to bwi EOS	O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.airport_code atis_airfare
BOS please send the flight times from newark to california EOS	O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name atis_flight_time
BOS are there any limousines or taxi services available at the montreal airport EOS	O O B-transport_type B-or B-transport_type O O O O B-airport_name I-airport_name atis_ground_service
BOS how many cities are served by lufthansa airlines with 1st class flights EOS	O O O O O B-airline_name I-airline_name O B-class_type I-class_type O atis_quantity
BOS what is the smallest aircraft that flies from nashville to montreal arriving february seventh EOS	O O B-mod O O O O B-fromloc.city_name O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number atis_aircraft
BOS what kind of aircraft will i be flying on if i take a first class avelo airline flight from boston to nashville EOS	O O O O O O O O O O O O B-class_type I-class_type B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name atis_aircraft
BOS please tell me how many nonstop flights there are from beantown to atlanta EOS	O O O O B-flight_stop O O O O B-fromloc.city_name O B-toloc.city_name atis_quantity
BOS what varieties of ground transportation are there to general quentin airport EOS	O O O O O O O B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name atis_ground_service
BOS send me all ground transportation in washington dc EOS	O O O O O B-city_name B-state_code atis_ground_service
BOS show me the lowest priced fare from ontario to baltimore EOS	O O B-cost_relative O O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what ground transportation is available in boston EOS	O O O O O B-city_name atis_ground_service
BOS fares and flights from dallas to austin EOS	O O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what ground transportation is available in austin EOS	O O O O O B-city_name atis_ground_service
BOS ground transport washington EOS	O B-city_name atis_ground_service
BOS what kind of ground transportation can you offer me in houston EOS	O O O O O O O O O B-city_name atis_ground_service
BOS what airlines service boston airport EOS	O O B-airport_name I-airport_name atis_airline
BOS lowest fare from san francisco to st paul EOS	O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS cheapest fare from philly to ottawa EOS	O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS show me the cheapest round trip fares from san francisco to dallas fort worth EOS	O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name atis_airfare
BOS id like the lowest fare from memphis to boston EOS	O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS please list the cost of all flights from columbus to denver airport next sat EOS	O O O O O O O B-fromloc.city_name O B-toloc.airport_name I-toloc.airport_name B-depart_date.date_relative B-depart_date.day_name atis_airfare
BOS how many fares are there one way from minneapolis to cleveland EOS	O O O O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name atis_quantity
BOS what is the arrival time in san jose for the 755 pm flight leaving washington EOS	O O B-flight_time I-flight_time O B-fromloc.city_name I-fromloc.city_name O O B-depart_time.time I-depart_time.time O O B-fromloc.city_name atis_flight_time
BOS what is the fare on february seventh going one way from tacoma to minneapolis EOS	O O O O B-depart_date.month_name B-depart_date.day_number O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS tell me about the ground transportation in austin EOS	O O O O O O B-city_name atis_ground_service
BOS please give me round trip fares from manhattan to philadelphia EOS	O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS show me the fares for avelo flights from brooklyn to san antonio EOS	O O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS what is the price of a first class ticket from queens to san francisco round trip EOS	O O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-round_trip I-round_trip atis_airfare
BOS i would like a schedule of flights from montreal to kansas city on fri EOS	O O O B-flight_time O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name atis_flight_time
BOS can you list all the airlines that have flights from montreal to bay area EOS	O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airline
BOS tell me about ground transit at san francisco EOS	O O O O O B-city_name I-city_name atis_ground_service
BOS what type of aircraft is used on the first flight from ottawa to tampa in the afternoon EOS	O O O O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day atis_aircraft
BOS what time is the last flight from washington to st louis EOS	B-flight_time O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_flight_time
BOS whats the next biggest airplane after a 707 EOS	O O B-mod O O O O atis_aircraft
BOS what is the cheapest ticket from memphis to san antonio on sat august thirtieth EOS	O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number atis_airfare
BOS what airlines fly into city in dallas EOS	O O O B-toloc.city_name I-toloc.city_name I-toloc.city_name atis_airline
BOS what are the cost of night flights from oakland to newark EOS	O O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS whats the cheapest 1st class airfare from sanford to los angeles EOS	O B-cost_relative B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS what ground transportation is there in ontario EOS	O O O O O B-city_name atis_ground_service
BOS show me the round trip tickets from hartford to cincinnati EOS	O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS okay could you get me a round trip ticket from pittsburgh to st petersburg EOS	O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS what is the airfare for flights from appleton to indianapolis on usa air EOS	O O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name atis_airfare
BOS show me round trip fares from san antonio to charlotte EOS	O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name atis_airfare
BOS can you show me the price of a flight to washington from dallas on tue night EOS	O O O O O O O O O B-toloc.city_name O B-fromloc.city_name O B-depart_date.day_name B-depart_time.period_of_day atis_airfare
BOS i would like the least expensive airfare flight on fri to orlando from st petersburg EOS	O O O B-cost_relative I-cost_relative O O O B-depart_date.day_name O B-toloc.city_name O B-fromloc.city_name I-fromloc.city_name atis_airfare
BOS show ground transportation in memphis EOS	O O O B-city_name atis_ground_service
BOS what are the fares for flights between orlando and dfw provided by continental airlines EOS	O O O O O O B-fromloc.city_name O B-toloc.airport_code O O B-airline_name I-airline_name atis_airfare
BOS which airlines fly between hartford and minneapolis EOS	O O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS round trip fares from minneapolis to cleveland under 1500 dollars EOS	I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount atis_airfare
BOS please show me airfare of flight us 345 from burbank to tampa EOS	O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what does it cost to fly from seattle to pennsylvania city on air canada flight 21 EOS	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name O B-flight_number atis_airfare
BOS how many flights arriwe at generla mitchell international EOS	O O O O B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name atis_quantity
BOS what ground transportation is available at the toronto airport EOS	O O O O O O B-airport_name I-airport_name atis_ground_service
BOS what is the lowest fare united charges between milwaukee and san francisco EOS	O O B-cost_relative O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS what ground transportation is available in boston EOS	O O O O O B-city_name atis_ground_service
BOS what are the coach fares for flights from wilmington to boheme leaving after 11 pm EOS	O O B-class_type O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time atis_airfare
BOS can you give me information on transportation from the airport in brooklyn to downtown brooklyn EOS	O O O O O O O O O O B-fromloc.city_name O O B-toloc.city_name atis_ground_service
BOS how much is a first class ticket from washington to santa monica leaving on wed EOS	O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.day_name atis_airfare
BOS information on ground transportation from airport to downtown appleton EOS	O O O O O O O B-toloc.city_name atis_ground_service
BOS what kind of airline is flight ua 281 from tampa to boston EOS	O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS what airlines fly from milwaukee to nashville EOS	O O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS is there ground transportation from the bristol airport to downtown bristol EOS	O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name atis_ground_service
BOS what airlines take from st petersburg to sox and from pacers to tacoma EOS	O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS do you have any airlines that would stop at cleveland on the way from burbank to ny city EOS	O O O O O O O O B-stoploc.city_name O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airline
BOS what is the fare on midwest airline flight 928 from dallas fort worth to boston EOS	O O O O B-airline_name I-airline_name O B-flight_number O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what is the first class price from hopkins to clippers EOS	O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS how much is a round trip first class fare between tampa and washington EOS	O O O B-round_trip I-round_trip B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS can i rent a car in bay area too EOS	O O O B-transport_type O B-city_name I-city_name O atis_ground_service
BOS lowest fare from st paul to la EOS	O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what is the round trip fare on northwest 1291 from philly to fort worth and return EOS	O O B-round_trip I-round_trip O O B-airline_name B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-round_trip atis_airfare
BOS id like to realize what like of plane flies from philadelphia to la fort worth after 530 EOS	O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time atis_aircraft
BOS what kind of airplanes are used by us airlines flying between washington and nashville EOS	O O O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name atis_aircraft
BOS can you tell me the time a flight would leave from tampa to brooklyn in the afternoon EOS	O O O O B-flight_time O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day atis_flight_time
BOS id like to know the ground travel available in ny city EOS	O O O O O O O O B-city_name I-city_name atis_ground_service
BOS show me the airlines between boston and queens EOS	O O O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS im going to leave bristol and i want to go to port land and i want to fly first class eastern and i want a stop in cincinnati can you please tell me what type of aircraft you will be flying EOS	O O O B-fromloc.city_name O O O O O O B-toloc.city_name I-toloc.city_name O O O O O B-class_type I-class_type B-airline_name O O O O O O B-stoploc.city_name O O O O O O O O O O O O O atis_aircraft
BOS how many flights go from tacoma to queens on january nineteenth EOS	O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number atis_quantity
BOS list all the airlines flying between washington and dallas EOS	O O O O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS what is the cost of a ticket going from la to memphis nov twenty fifth 1991 EOS	O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number B-depart_date.year atis_airfare
BOS what is the cheapest fare from washington to san diego leaving on jan thirtieth EOS	O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number atis_airfare
BOS how many flights does northwest airlines have with a class of service code f EOS	O O O B-airline_name I-airline_name O O O O O O O B-fare_basis_code atis_quantity
BOS please inform me the type of aircraft used on a flight from stratford to nashville before 11 oclock night EOS	O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time atis_aircraft
BOS ground transportation milwaukee EOS	O B-city_name atis_ground_service
BOS could you tell me the cheapest fare from manhattan to boston on thirty first of february EOS	O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number O B-depart_date.month_name atis_airfare
BOS whats the ground transportation from seattle to los angeles EOS	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_ground_service
BOS please tell me which airline has the most departures from ottawa EOS	O O O O O O B-mod O O B-fromloc.city_name atis_airline
BOS cheapest fare from nashville to cleveland EOS	O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what is the fare for a one way flight from tacoma to appleton EOS	O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what airlines fly from pittsburgh to san francisco EOS	O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airline
BOS round trip air fares from milwaukee to nashville less than 1000 dollars EOS	I-round_trip O O O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount atis_airfare
BOS would you tell me the cheapest one way fare from pittsburgh to cleveland EOS	O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS is there a limo service available from the tampa airport EOS	O O B-transport_type O O O O B-fromloc.airport_name I-fromloc.airport_name atis_ground_service
BOS what kind of ground transportation is available in dallas EOS	O O O O O O O B-city_name atis_ground_service
BOS what ground transport is available in orlando EOS	O O O O O B-city_name atis_ground_service
BOS how many daily allegiant air flights are there between burbank and minneapolis EOS	O B-flight_days B-airline_name I-airline_name O O O O B-fromloc.city_name O B-toloc.city_name atis_quantity
BOS show me the price of flight ea 212 from memphis to washington EOS	O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS which airline is the cheapest to fly from toronto to stratford on august twenty fourth EOS	O O O B-cost_relative O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number atis_airline
BOS what airlines fly from boston to brooklyn EOS	O O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS round trip fares from montreal to nashville less than 1000 dollars round trip fares from stratford to nashville less than 1000 dollars round trip fares from burbank to nashville less than 1000 dollars EOS	I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount atis_airfare
BOS show me the fare for us flight 3357 from austin to boston EOS	O O O O B-airline_code O B-flight_number O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS which airlines have nonstop flights from san francisco to oakland EOS	O O B-flight_stop O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name atis_airline
BOS show me the airlines that fly from ottawa to ny city EOS	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airline
BOS fares from stratford to appleton EOS	O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS i would like a to know the type of aircraft leaving from denver bound to stratford on monday this week EOS	O O O O O O O O O O O B-fromloc.city_name O O B-toloc.city_name O B-depart_date.day_name O O atis_aircraft
BOS what is the price of flights from brooklyn to nashville EOS	O O O O O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS and how much does it cost to travel from pittsburgh airport to downtown EOS	O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O atis_airfare
BOS please show me airlines with round trip flights from baltimore to tacoma stop pittsburgh EOS	O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-stoploc.city_name atis_airline
BOS show me ground transport in houston EOS	O O O O B-city_name atis_ground_service
BOS what ground transportation is there in baltimore EOS	O O O O O B-city_name atis_ground_service
BOS ground transportation in fort worth EOS	O O B-city_name I-city_name atis_ground_service
BOS could you please give me the cost of a round trip flight from newark to manhattan EOS	O O O O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS id like to find the cheapest fare from newark to nashville EOS	O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS show me ground transportation in la EOS	O O O O B-city_name atis_ground_service
BOS leaving baltimore flying to new jersey before 11 am what type of aircraft is used EOS	B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O O O O O O atis_aircraft
BOS i would like information on ground transportation south lake city between airport and downtown EOS	O O O O O O B-city_name I-city_name I-city_name O O O O atis_ground_service
BOS what kind of ground transportation is there in queens EOS	O O O O O O O B-city_name atis_ground_service
BOS what kind of aircraft is used on the first class southwest airline flight from dallas to san jose stopping in boston EOS	O O O O O O O B-class_type I-class_type B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-stoploc.city_name atis_aircraft
BOS show me the cheapest round trip fare from hartford to cincinnati EOS	O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS i need ground transportation in manhattan please show me whats available EOS	O O O O B-city_name O O O O O atis_ground_service
BOS what is the 1st class fare on midwest flight 352 from tacoma to memphis EOS	O O B-class_type I-class_type O O B-airline_name O B-flight_number O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what kind of aircraft does jetblue fly before 7 am on jan second from newark to atlanta EOS	O O O O B-airline_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name atis_aircraft
BOS show me ground transportation in burbank on friday night EOS	O O O O B-city_name O B-day_name B-period_of_day atis_ground_service
BOS what is the cheapest fare from brooklyn to sanford in any class EOS	O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O O atis_airfare
BOS what ground transportation is available from tampa to downtown EOS	O O O O O B-fromloc.city_name O O atis_ground_service
BOS show me the fares from hartford to las vegas EOS	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS how much does flight ua 270 from ottawa to philadelphia cost EOS	O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O atis_airfare
BOS what are the coach fares for flights from tacoma to houston tuesday night EOS	O O B-class_type O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day atis_airfare
BOS ground transportation in toronto and nashville EOS	O O B-city_name O B-city_name atis_ground_service
BOS how much is the 718 am flight from san francisco to st paul twa EOS	O O O B-depart_time.time I-depart_time.time O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-airline_code atis_airfare
BOS what is the cheapest ticket from brooklyn to san antonio on fri january thirtieth EOS	O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number atis_airfare
BOS can i take a single airline from pittsburgh to hartford to newark back to pittsburgh EOS	O O O O O O B-fromloc.city_name O B-toloc.city_name O B-toloc.city_name O O B-fromloc.city_name atis_airline
BOS show me ground transportation for appleton EOS	O O O O B-city_name atis_ground_service
BOS what is the round trip thrift fare on northwest airlines from boston to new jersey EOS	O O B-round_trip I-round_trip B-class_type O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS show me round trip fares from san antonio to philly EOS	O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name atis_airfare
BOS show me ground transportation in san jose EOS	O O O O B-city_name I-city_name atis_ground_service
BOS show me the cheapest fares from san diego to oakland one way EOS	O O B-cost_relative O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip atis_airfare
BOS what are the coach fares for flights from nashville to memphis EOS	O O B-class_type O O O O B-fromloc.city_name O B-toloc.city_name atis_airfare
